text,gender
I-Robot opens next week. I am going to go see it. Meet you there.,male
"Phil's Fiefdom v 2.0 is now up. Goodbye, blogger, hello Wordpress!",male
"Frickin' french, frickin' subsidies... Good old Guardian! urlLink kickAAS",male
skool goin to start again in bout 9 hours time... sianz lectures!!! tutorials!!! practicals!!!,male
urlLink tat urlLink i don't understand this 'hello' program. crap!!!,male
"I forgot to say, Uncle Johnny's dead, he died of apoplexy.",male
"Heheh I know, I know, that's exactly why it would be hilarious.",male
"Busy... yeah. Nice purchases, I've been told. See yall tomorrow.",male
Episode 12 : A free mobile frame - huzzah for Tech,male
You know what I hate? Fucking SMS spam. I seem to be getting more and more of that shit.,male
urlLink Missy is wondering how much teriyaki sauce she should marinate you with. urlLink,male
That's awesome! I love singing...but I suck at it...so I just don't even try. :-P,male
I'll be in AL all day. Call me on my cell if you need me. Or just call me. 473-2890.,male
"Second Hand Camera, unknown reason for previous owners death urlLink urlLink",male
urlLink This is freaking hilarious ... Be sure to look at the pictures towards the bottom...,male
urlLink This is a good sites for all you hip urbanites out there.,male
90|) 8|355 `/0|_| 4|| 4|\||) 900|) |\|19|-|7! 1|\/| 901|\|9 70 |-|17 7|-|3 54|,male
"Just like urlLink nixCraft blogger , this blogger also got new look and feel. Enjoy!",male
guess who has 2 teeth that just popped out... hi kyla!!!,male
"Yeah ditto. post a topic every monday, and we discuss.",male
*ring ring* Quintuplity 8 quintuplity 9 quintuplity 10 ...,male
Pilot urlLink Which Season One Episode of Smallville are You? brought to you by urlLink Quizilla,male
urlLink Now you know why cereal clumps together in your bowl... urlLink,male
urlLink Come on Daisy urlLink Leeds to Manchester line urlLink Rochdale Canal,male
urlLink I didn't know you were down with the chronic!,male
urlLink Heres the Blaster with the finshed texture. urlLink,male
A Great Place to Celebrate Your Twentieth Anniversary! urlLink,male
Have a good weekend all. I will post what time Six feet under will be on Monday.,male
urlLink just chilling . hans and i . what's with the tongue hanzo ?,male
This has to be one of the signs of the apocalypse! urlLink urlLink,male
"This is my first attempt to put something to blogger. Sorry, it has nothing in it for now.",male
"Damn, this is a hot picture! Sent to me without accreditation. Master",male
Puhpuhpuh pleassee kacy!!! let me use the movies of the 1920s!!! preeetttty please?!?!? PLEASSE!!!!,male
I'm staying in an old hotel. They send me a wake-up letter.' -- Steven Wright,male
urlLink US: Record number of long-term unemployed losing benefits,male
urlLink They were happy. I was braceing for impact.,male
Had a good night last night. But tonight = FUCK YOU.,male
"urlLink Domiano, Huge split air over Steve :) urlLink",male
urlLink Who knew the WNBA had such big balls? urlLink,male
So I walk up to Ashley and she's all like 'ungh' and I'm like 'WHATEVER!',male
me and gemma on the beach at cannes... very romantic lol urlLink urlLink,male
This is my eighth blog post. I didn't do a whole lot today. But it was still good.,male
I am urlLink Professor Frink ! Which urlLink Simpsons Character are YOU?,male
urlLink A burger crashing into two towers. Now that's just plain sick.,male
Got some more pictures of the new car to share: urlLink urlLink,male
urlLink A cool statue at the Olympic Park Museum urlLink,male
urlLink Loryn's messed up pic...lol thats a sucker urlLink,male
and at least ashley cole pitied that fool ronaldo all night long.,male
"you'll need a pot for breakfast, a pot for lunch, and a proper dinner. i've got two pots right here.",male
"urlLink the sundance online film festival and once again, urlLink DA SNEAK! cuz its funneee",male
"My friend's special friend, Taking it all when he wants. Morning, noon, or night.",male
oh btw...what were the actual breakdown of votes for the recall?,male
Thanks - Bye... Look at Hax Apparently Electimass has him,male
PLANETSIZZLE IS OUT! FOR RIZZLE! MAH NIZZLE!!!!!!!!!!,male
urlLink smack the pingu!!! (Yes i ripped it) New addiction... this almost as good as bowman...,male
Or any less creepy for that matter. See urlLink Sarah Part One and urlLink Sarah Part Two .,male
Sand storm hitting the Marines hard well the push on towards Baghdad. urlLink,male
"Don't be a player hater, be a player participator.",male
"Ohhhh.... That's not Spider-Man, it's the radio commercial for McDonalds! lol",male
i played some doom 3 over the weekend at dave's. i was hella-disappointed.,male
urlLink The state library had an Indiana Authors room. Jeff's day was Made. urlLink,male
urlLink PHP Scripts ..... If you need a pen pal script you can go here to get it.,male
urlLink getting ready to land at scottsdale airport...,male
urlLink Date to Save - Missionary Dating Tips ... a parody (one hopes) but a very clever one.,male
yea its 5:30 pm and i jes woke up...somethings wrong with me,male
urlLink The salle des illustres in Capitole. Do not miss this place if you visit Toulouse.,male
last day of school is tommorrow thats all I have to say,male
Here's wishing everyone a Very Happy New Year!! :-),male
urlLink Yahoo! News - Senate to Take Up Gay Marriage Amendment,male
Anne (my girlfriend) just brought me a sandwich for lunch...I really enjoy sandwiches :),male
"urlLink Angkor Wat at sunrise, Cambodia 2003. urlLink",male
Right it's blocked. But I set up a nice e-mail address to post. So here it is. Ha! FUCK DA MAN!!,male
urlLink JustUsBoys.com - The Back Door To The Gay Web! ..... A directory of gay porn sites.,male
[Listening to: Huff Puff - urlLink Ying Yang Twins - (04:22)],male
i'm exhausted. im kinda likin this randomly posting thing.,male
urlLink PocketPC steals the show at DemoMobile Here comes Pocket PC!,male
"little spiders are always interupting my reading storms are coming, yay for rain",male
Why the hell are they celebrating the birth of a predator? Stupid animals.,male
( urlLink Click here for a bigger version of the picture. ),male
urlLink Hehehehehehehe...anyone else feel like this? urlLink,male
urlLink Holy golden nuggets! urlLink Full Post and Comments,male
hey chris... i can leave and return whenever. i have no schedule. -sonia,male
"urlLink Piano at the family of Linger.Strasbourg,France,Winter 2002",male
urlLink Saint Peter's Cathedral and its archeological site,male
Friday..... 'You ain't got shit to do....ain't got no job....mize well get high',male
"You can run all you like, your just going to die tired. urlLink",male
If you comment a lot I'll feel better about blowing this whole semester.,male
YEAH!! Hillbilly whack has been slashdotted!!! urlLink Slashdot | Mac OS X Classic Games Roundup,male
I now have the power to control my laptop with my cellphone! ***,male
"urlLink Gifts, Gifts, and more Gifts....more pics of the Giftus Exchangus urlLink",male
urlLink Center for American Progress - The Progress Report - Page HEALTH CARE Pioneer = Profiteer,male
Currently Listening to: nothing I wish people read my blog :(,male
It seems we have more than once Princess within the ToasterFilette's....,male
getHTMLForIcon('shit'); --> Because urlLink your bog can have lights. Cool.,male
"agh no burr cant cmoe over cuz burrs dont eat turkey, but they can eat cranBurries!!! hahahaha yay!",male
"urlLink Sodaplay.com It's interesting, albeit a tich difficult.",male
"Wow, it's been a while :-) Just a quick check in...busy day today.",male
I don't understand how I'm supposed to add to the story.... where do I do it?,male
yeah but that isn't james bond goldeneye! HEY! ~Daniel,male
found this on TSBriggs's amherst plan: http://www.besse.at/sms/smsintro.html its funny read it,male
"urlLink the Kumgang mountain range is said to have over 10,000 peaks. Posted by urlLink Hello",male
It is finished! Ajin has shaved his head. He is well on his way to becoming the next G....,male
Oh yeah. Well I never liked the rest of those freaking losers anyway.,male
Damnit. I could have sworn it was at least 11 o'clock. The God of Time is and ASSHOLE.,male
bigot footer mongoloid frigorific scrotum agamist mensal addend vaporation ayapana destiny vegetate,male
"many happy returns... One year on and still going, happy birthday dear old blog.",male
Someone e-mailed this to me and it's pretty funny... urlLink Check out these lame album covers.,male
"urlLink Kum, ballie, ballie, ballie, kum, ballie, ballie...",male
"urlLink Top of Mt. Evans -- highest road in the US. Yes, that's snow. In July. urlLink",male
If you need a quiet CPU fan for an Athlon: urlLink Thermaltake Silent Boost .,male
'Fahrenheit 9/11' Wins Cannes urlLink BBC News Streaming Video urlLink NYT Film Review,male
urlLink (this image is copyrighted by Nuria) let your star shine! urlLink,male
"Good thing we have red delirium here, in case a Blog user doesn't have Internet access.",male
you thought wrong. But I did update it the next day.,male
Here's a whole mess of urlLink Sumo Pictures to peruse and ponder over.,male
urlLink neo neo up to no gd again... haha... urlLink,male
"Someone should try posting via email. Go on, try it.",male
the new name of this blog is the real jason lee mostly because ******** was quite uninteresting,male
"Late Night Talk Show Jokes Find out what Dave, Jay, Conan, and Craig are saying... urlLink more>>",male
"Stranglebox lives!!! Yes it does, too. I think I'm in denial.",male
Official urlLink Lord of the Rings site goes live today,male
urlLink Spamusement.com is a collection of comics inspired by spam subject lines. Funnay!,male
boredom is eating me inside out. :\ *plops head back on chair.*,male
"My family has to read this garbage, cuz they're my family. Everyone else, I have to bribe.",male
LOL......... your asshole. urlLink What swear word are you? brought to you by,male
me; i think everyone looks better in monochrome urlLink urlLink,male
Ice skating at the xmas village in nice on xmas eve urlLink urlLink,male
3D animation is possable to us we are working on some of them A pencils tail land on mars agent x,male
"'I'm proud to be an American ' HAte to break it too you Nicki, but you're not American.",male
nothing will make you gain weight faster than stability.,male
Village Voice story urlLink here . One can only hope so.,male
"I finally got to talk to Jason.... I really miss him already..... ooh well, only time can tell....",male
"Jax, I think you won't receive urlLink comments thru mail.... Cheers",male
"Episode 16 : Book-snaffling, and my soap reviewing",male
Classify your poo with the Bristol Stool Chart! Yay!,male
"Years of habit, years of infrastructure, must be replaced by modern way.",male
urlLink Food for everyone. -Shot and Posted by Paul,male
"urlLink we ran down Mt. Baldy, a high dune of sand. felt like we were in the film Black Stallion",male
"hey everyone, does anybody know what Whitman is talking about in his Poetry??????",male
I have a new E-mail address it is rubberbandman64@hotmail.com Rubberband man,male
I watched it yesterday night alone. A action-adventure film with simply scenario but inspiring.,male
march 7 - 13 urlLink freezepop urlLink unrest urlLink team dresch urlLink moloko,male
"Sorry, but I still don't urlLink trust the National Enquirer as a news source.",male
What does a female porn star and the White House have in common? They both have a Bush-Cheney.,male
That's......CHICAGO! Finally I get to see that movie! I'll tell you how it was later.,male
"urlLink The bigger packs are a better value, but you buy what's in stock... urlLink",male
I'm resigning my post as a Kitchen Helper in Hilton effecting tomorrow.,male
"Ohhhhh yes. Finally, here it is: the NFL's urlLink All-Weed Team!!!",male
I only see one other team inthat league? Ok I'll get then newer civ game tonight,male
"Starting up a new blog, first try though. Later on I'll gather info to start update this blog.",male
Just finished a long day of studying. Going to sleep.,male
hahaha wow that was a long time ago. wasn't it? maybe.,male
urlLink Turning the tables on Nigeria's e-mail conmen Thanks Jeremy for the link!,male
Loads of images of things viewed through a urlLink microscope .,male
... why is 'seafoam green' green? Isn't foam from the sea white?,male
Started Day at 459...sounds much better Minnesota + 8 1/2 55-->50 W to 509...L to 404,male
"Hi this is Al and I have no idea if i am doing this right at all. so i if i am, please tell me!! Al",male
"ALL HAIL DUKE: 'Hell, I don't even know what to call them. Guambats? The Guamish? Guammy bears?'",male
i am now part of a bureaucracy. oh the horror! the horror!,male
"Meta Filter. urlLink Oh, it's nothing... I quite liked the deifinition on notingness...",male
"AAAAAAAAGGGGGGGHHHHHHH!!! Ahem. Right, I feel better. Bad day.",male
"I watched Orson Welles' The Trial Damn, what is it about film noir that makes you go 'HUH!?!??!'",male
"'OWNED'! That's all I can say... big versus small mismatch... No, wait... it gets worse... 'PWN493'!",male
Bell Rings--Web Hellos. Old friend IM's to say hi. Time heals broken hearts.,male
urlLink Carolina Crown and Glassmen awaiting their results. urlLink,male
I know you fella's are felling the Tyra Banks picture. Thats my future wife. Naw I wish.,male
has anyone else besides me even tried melon gatorade? it so scumdiddlyumptious,male
"yes, I admit to being a total nerd. but I liked this! What OS are you???? urlLink Which OS are You?",male
urlLink http://electronics.howstuffworks.com/speaker.htm,male
urlLink Homepage Network To Subsidize Free Software And Content WORST.WEBPAGE.EVER!,male
From the BBC - urlLink Royal Family welcomes first Maori,male
Fancy running you're own Blog but can't be bothered? urlLink Try this.,male
Astroboy Gba game preview http://www.gamespy.com/previews/february04/astroboygba/,male
ben is lying - he said he would be fine going to pasta luna. beware his fiendish mood swings.,male
You know somewhere this was a real game in development urlLink Pimps at Sea,male
"I got to the review eventually, but everything else I touched turned to server error.",male
happy haiku friday! dandelions bloom during a warm summer rain do i dare to dream?,male
"Hrm, i don't know what else to say than this is going to be one weird photoblog. Meh.",male
Why do they put Braille dots on the keypad of the drive-up ATM?,male
"Yep, 9 years (or is it 90, I can't remember). I love you, Jane!",male
Here's a sample of what students and others being sued received. urlLink Complaint,male
urlLink i wish i took more than 2 digital pics of luxembourg city urlLink,male
ROX! BELATED HAPPY BIRTHDAY!SORRY NGAUN LANG DAMI GINAGAWA!Ü Debbie and Mando,male
"Shit... I got that fire, I got that fire. Girl holla at a nigga if you want that Oscar Meyer.",male
HAHAHAHA!! I actually WORSENED things by posting that!! HAhaha ironic!!!!!,male
urlLink My little Japanese Maple has new growth!! urlLink,male
Spike is dead and I'm having a shit day. Thanks for playing!,male
urlLink Old news but a great story on Sandy Berger by Ann Coulter.,male
47.3% of all statistics are made up on the spot. - Steven Wright,male
"urlLink Wired's 'Atlas of IP.' Well, there are lots of pretty charts and cute graphs anyway.",male
"'Friendship is one mind in two bodies.' -- Mencius, via email from urlLink Carla",male
"urlLink Yeah, Hello Tony. -Shot and Posted by Paul",male
"Tonight??? Bueller? Bueller? Anyone? EDIT Starting sometime around 11 EST, 10CST, 9MST, and 8PST",male
He who knows others is learned. He who knows himself is wise --Lao-Tzu,male
"The Juice Is Loose! Gang: I'm selling my 1996 Bronco 4x4. For more info, urlLink go here .",male
"I have a terrible craving for cheese, and yet, I don't. I think I'm just bored.",male
Let's Play Two Game cancelled due to rain. (A.P.T. 7:53 p.m.),male
urlLink My coworker Wen conducting a wonderful experiment.,male
"You should phone up the people in Shanghai and say 'Allo Mr Sars, it's me Mr Dave...wha' yu wan'?'",male
Home is still ruined And there is dust everywhere -- Bathroom improvement.,male
urlLink Weebls Stuff - Toons - Magical Trevor That. Is. Awesome. -Sean,male
urlLink April is the cruellest month urlLink Happy National Poetry Month!,male
Beck and I went for a 2 mile walk and my foot is now killing me. I am getting old.,male
Pix From Kuching Check it out at urlLink http://ibnuariff.fotopages.com !,male
urlLink Bill Gates in Matrix spoof Usual finders fee to the first person who can find it...!,male
"Damn it E, you took mine. Had some recent fun on the boyfriend's roommate's bed.",male
"I wish Wobav would put something on his blog, so I could muck it up.",male
urlLink e-bay: Gothic Living Dead Christmas Zombie Girl,male
What the hell happened to my blog? Why isn't it accessible? I'm going to get drunk.,male
happy 39(not by me) urlLink brought to you by Nigellus,male
Ughh Kinda posted my fill. Check out urlLink Conner's guestbook. Signing out.,male
Why does everything have to be shrouded in such a clouded fucking mist?,male
In Stockholm - no polar bears - is raining however. Hugs,male
Days away from One Man Army and Bouncing Souls. About a month from going home to SoCal ***,male
urlLink newzBin :: The Ultimate in Usenet Indexing,male
urlLink Genius... whoever invented the Spork should has his own holiday... urlLink,male
That's right! This blog will now feature smilies in posts! Enjoy!,male
It is amazing what you can get now on the internet!!! Check out the urlLink Very Big Knife,male
"if i ever have vast amounts of disposable income, you can bet i'll order urlLink this .",male
Haha's ePragmatic practical solutions urlLink http://epragmatic.blogspot.com/,male
"We professional web developers don't need lessons in that. Teach me something useful, Nemesis.",male
I shot ahead on the fantasy again...only a few furlongs to go now!,male
Bluddy hell. Pls let us have dates as soon as you can so we can arrange. Hurrah. When is Adam back?,male
urlLink http://www.colonialfsc.com/MASTERS/more%20photos.html,male
who's bored? my fam reunion pics are up at urlLink www.novette.com,male
External debt is US$1200-1300 billion. At about 1100% of it's GDP.,male
"Pat, Why don't people ask you questions in December?",male
"urlLink Double standard It's the global economy, stupid' : 'October 31, 2003",male
urlLink http://science.howstuffworks.com/nanotechnology.htm,male
"I don't know what I find scarier: urlLink this , or urlLink this .",male
The Amazing View From The Observation Deck - This Is An Actual View. Zero Visibility.,male
urlLink and that's me (back view)...wonder who took this...dont mind the finger ya? =) urlLink,male
For all those people hungry for urlLink data on media urlLink Link,male
"Accidentally, I came across this website and sign up as an user.",male
urlLink A nifty mushroom on my solitary hike on Wednesday. urlLink,male
'There is no evil in the atom; only in men's souls.' -- Adlai Stevenson,male
urlLink Motorola makes an honest handset out of the MPx - Engadget - www.engadget.com,male
Beta user of GMAIL getting chill out! See all links at GMAIL it self urlLink here .,male
urlLink Dennis Prager: Explaining the Arab-Israeli conflict through numbers,male
This is a follow up test of the emergency blogcast system,male
urlLink Boston.com / News / Boston Globe / Editorial / Opinion / Op-ed / The rush to kill Medicare,male
I posted this from my mobile. I wonder if it will work?,male
what's with the recent surge in the following search string: christina+aguilera+afro ??,male
"WOW. What a crazy week....that is all I can get out right now, but WOW. :) More later...",male
ok tu.....mana saja......suka hati.....whatever..... h3heheheh....,male
LOTD ITs late im tired the LOTD is urlLink apple im allowed to be uncreative when i = sleepy,male
urlLink http://www.imdb.com/title/tt0313154/ -- Ian's favorite movie.,male
finally going to switzerland...yay!!! flying at 9+pm seeya all next week :),male
I don't know that for sure. All she said was 'you have to do it',male
'Constantly talking isn't necessarily communicating.' Jim Carrey como Joel Barish,male
Sience + Swimming Yesterday I had sience + swimming at school. It was ok.,male
have spent so much writing a whole chunky of essay... ack... so late liaoz!! err...so early...,male
Help control the pet population...have your pets spaded or neutered!,male
I thought urlLink this was an interesting article about how small the science community is.,male
don't know pizza. Justin may or may not be a communist. I'm a little hungry.,male
"New PowerBooks, new G5s, new iPods, no money...sigh",male
"urlLink Jane, her father Harold and stepmother Marilyn. Oh, that's Star waiting for a treat. urlLink",male
urlLink The BradLands: Must See HTTP ...another fun site.,male
"me; f*ck you, martin eden. f*ck you for being so long and difficult. urlLink urlLink",male
urlLink Flying Dutchman! I believe I can fly! urlLink,male
urlLink Free iPods from FreeiPods.com? Engadget gets the scoop - Engadget - www.engadget.com,male
I've noticed that the new interface doesn't quite work well with Firefox.... That's grim.,male
urlLink aaltonen.us: Download: Gmail Utilities : 'Download: Gmail Utilities',male
urlLink View of Luang Prabang from across the Mekong River. Laos 2003. urlLink,male
Decentralisation in the real world urlLink The Distributed Library Project,male
"urlLink Moi, a la plage (or is it au plage... hmm) urlLink",male
I'm thinking about going to bartender school. Could be fun.,male
Started day at 467 SF/AZ Under 8 55-->50 L to 412...W to 517,male
"urlLink elder brazil taking all our play, literally and figuratively...as jess watches on urlLink",male
urlLink Take it to the Limit!!!!...haahhah..nevermind. urlLink,male
i've been wondering about urlLink this myself for some time now. and the a-team one is brilliant.,male
Panther.. oo scary urlLink Which Animal Are You quiz brought to you by urlLink Quizilla,male
Certainly. Like the answer to the ultimate question.,male
urlLink Gore's speech Should gore have called for everyone's head (bush and Cheney as well)?,male
urlLink Ryan tells me that this site went live to the world 22 minutes ago! urlLink Spiderman 2,male
'There is no remedy for love but to love more' - Thoreau,male
"SONSHINE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I'll be back on Sunday, let's do something.",male
getHTMLForIcon('MARS'); --> Opportunity is about to get a BSOD urlLink by the looks of it...,male
'All I know is what I read in the papers.' -- Will Rogers,male
"Well I officially have a girlfriend. Aaaw, its happening all over again...",male
My aspirations of custom building a foosball table keep getting closer and urlLink closer !,male
"A new blog about MUPPEt, a Multi-User Participatory Planning EnvironmenT",male
"As you can see, I'm done updating the site. We have comments and a new template. huzzah!",male
"NOW, I'M WEEPING I just saw the second urlLink Episode 2 teaser.",male
"urlLink Today I ordered one of these cameras, hopefully should have it by tomorrow. urlLink",male
urlLink Recapitulation Situation from Streams of Consciousness,male
"urlLink Yeah, just messing around with my C4D demo. urlLink",male
urlLink MSN Web Messenger This will drive the internet police barmy.,male
Raver Bear urlLink Which Dysfunctional Care Bear Are You? brought to you by urlLink Quizilla,male
"'Get busy livin, or get busy dieing. That's damn right' -Shawshank Redemption",male
"wow, I think that was my longest post ever. Sit Ubu, Sit. Good Dog. Woof!",male
i tried an email post and nothing happened. bah and double-bah.,male
well I have done some homework/ revision this morning ! First of the holidays so far ! oops,male
Cock-blocked. Learning life's lessons... the hard way.,male
"'If you don't stand for something, you will fall for anything.' How true.",male
urlLink Trails of cigarette smoke...Oooooo! urlLink,male
urlLink Doesnt jole just look so famous in this pic? urlLink,male
"How's it going. Tim made me do this. Excuse me, are we having a party!!!",male
Valentine's is a day only to piss off the single...,male
urlLink My two best mates at da BBC - alison and ellen. urlLink,male
"I have a blog! Sounds very strange, don't you think? Wonder if I'll ever use it...",male
We note the passing of urlLink 8Legs ... who posted a final poem on 12/19.,male
urlLink 水晶论坛 老肖推荐的，说上面不上好东东，有空到这里逛逛看。 ftp://list:list@soft.downsurf.com,male
"FifteenMinutes has moved! Aye, this blog has moved to LiveJournal, and can be found urlLink here!",male
http://rtoddking.com/chinawin2003_hb_if.htm Bizzle! Go theres. It's teh sweetzors.,male
urlLink Hurricane Check out that song!!! Its by Something Corporate its so cool!!! Enjoy,male
"urlLink aBum.com - F**king Slogan This is a new entertainment site, it seems very promising.",male
"'Be not afraid of growing slowly, be afraid only of standing still.' -- Chinese Proverb",male
urlLink Doonesbury brings blogging to (the rest of) the world.,male
Thats it. everyone has admin powers. Abuse them and the blog falls. The vegetable must be destroyed!,male
"urlLink Saw some of this. Didnt do anything, mind. -Shot and Posted by Paul",male
Someone figures stuff out and wants to feel better right now,male
"That's what that damn banner at the top of the page said. FUCK YOU GOOGLE, YOU AIN'T ALL THAT!",male
Noah eating a biscuit at dinner time. He was in a pretty good mood this evening.,male
i'm not bitter because i'm single. i'm single because i'm bitter...,male
I gotta use my real name now? Grrr... Can we go back to greymatter :),male
urlLink 'Spellbound' Star Struggles for Happier Ending (washingtonpost.com),male
"ha,..seems to be ok,.. so hows the dear you,.? hows fasting been lately,..?",male
urlLink Alexander Cockburn: Has Bush Gone Over the Edge? Looks like Bush many be imploding!,male
Athena urlLink ?? Which Of The Greek Gods Are You ?? brought to you by urlLink Quizilla,male
'What on God's green earth does that mean? I am listening.... it's not saying boo diddly',male
It's just quarter to 4 and I'm hungry already. Grrr. Should've eaten a heavier breakfast. :|,male
"PRETTY, PRETTY PEGGY SUE Looks like urlLink someone has the urlLink fever again.",male
urlLink http://auto.howstuffworks.com/nascar-safety.htm,male
"urlLink Leveling in Crawlers Nest with my static group ( 45thf, 45whm, 45smn, 45pld ) urlLink",male
How do put up comments!??!?!??? Sumbody give me the answer in comment-form,male
a new favorite urlLink damienrice.com watch -delicate online. phenominal,male
'The intellect is part of life--not its counterpart.' -- Kurt Tucholsky,male
"urlLink The caffeine controversy . See, I'm not alone! Caffeine is bad!",male
WOOOOOOO!!!!!!!!!!!! YAY!!!!!!!!!! That test is done and over with! I hope everyone did well.....,male
"If you right click on the picture and select 'properties', you can see the location.",male
"By the way PETER, You have a problem with clip-ons do ya?",male
I added some buttons to the toolbar on my website today. This was pretty short... oh well.,male
"that is the goddamn geekiest thing i have ever heard. congratulations, ben.",male
Today is Colin and Matt's birthday! Happy Birthday,male
"I'm feeling most completely better, I just needed to calm down...",male
i had a friend tell me that one time he was so hungover he literally begged God to kill him.,male
urlLink Russian scientists make delicacies from a whole mess of blood,male
I'm a Freak By Duf Fer Current status of my hotel lotion bottle collection: 17 bottles. Don't hate.,male
"Alright, so maybe I'll try this blogging thing for a bit and see how it suits me.",male
"after 4 days, i finally got it working. behold, slackware linux:",male
"Congrats, urlLink Kelsey and Jamie! And no, Kels, you won't urlLink ever live this one down .",male
Happy Birthday to Me! I was born this day thirtysomething years ago!,male
urlLink Some building on the West side that looks like a submarine.,male
[Listening to: Trapped - urlLink Tupac - Greatest Hits - Disc One (04:46)],male
"urlLink I am a shade of crazy, a variation of the pure element urlLink",male
How do two day old Falafel patties taste for dinner? they taste like shit.,male
urlLink i hope this place isnt run by a french man urlLink,male
urlLink Here is a map of the cave with some of my notations. urlLink,male
"heres my face party profile, if u wnt 2 take a look at it! click on the title 2 go 2 it.",male
"Bah, Ross is kicking my ass all over the trading floor of the Daq. All over it.",male
Have a look at this urlLink page and make sure you click on the play button,male
urlLink The story that change my POV about life urlLink,male
haha..oh well..i like her prezzie. so i'm changing the picture to it. :),male
I Feel Like A Greyhound Bus now has the pictures uploaded of the turtle rescue...,male
urlLink Dame Edna has her say... I happen to be the ruthless local publicist mentioned.,male
Hee. Hee. Hee. I have something special a surprise for You! :P,male
Hi there! Which kind of internet do you like the most? Cable's ADSL Elad.,male
"new URL, new DESIGN, new TIME, new WORK..just go here urlLink www.luisaraujo.com",male
"ok Click urlLink here and urlLink here for new pictures!. if it is not working, let me know. thanks",male
Jack Kerouac is dead. Do you even know what a beatnic was?,male
your asshole. urlLink What swear word are you? brought to you by urlLink Quizilla YAY!!,male
[Listening to: Spend My Time - urlLink Clint Black - (03:55)],male
"Ahaha in a nice contrast to yesterday...having to lie to people yourself. Fuf. It's difficult, eh?",male
"Oops, we did it again ... In a bungled WindowsXP ad urlLink Microsoft throws pie in its own face ...",male
"urlLink Splinter Cell, the best game ever made. Damn good picture, eh?",male
"Dream Buster, courtesy of Yakblogsticahhhhhmahlmahayyyy:",male
"a deucedly clever first post, if I do say so myself.",male
urlLink Comparing the MPx - Engadget: Cell Phones - cellphones.engadget.com,male
very interesting about william gibson - thanks for posting - where do you find this stuff?,male
urlLink A fight broke out at the baseball game and this is a pic of the cops breaking things up,male
"Chance didn't get to answer, because hospital people burst through the door.",male
urlLink NASIOC Forums - VA/MD/DC Subby STi Ride Along day...,male
"Oddly enough, THERE ARE THOUSANDS OF SCREAMING CHINAMEN IN MY PANTS",male
hey look rick: I TOOK YOUR WORD.... ooooooooooooooooooooooo,male
Hey now. urlLink Jon Lebkowsky has started a blog. Coolness and wisdom is to be found within.,male
S trictly E rb A ddicts 2004 ~mEf:tEx:SpAm:FiLtHy:WiZo~,male
"everyone says you shouldn't hang out with us, and you don't, so why you still reading?",male
"uhh, well, umm, some things are better left unsaid.",male
urlLink Hung out to dry Another interesting commentary on Chuck Grasso.,male
urlLink i continue to refuse to put any effort into my 'drawings' urlLink,male
Buttwipe on the dance machinations. How classy my back is. urlLink,male
"urlLink Jessica, Eliza and I one the BEST ride at the unadventureous 'Michigan's Adventure' urlLink",male
heavy is the head that wears the wears the crown...,male
urlLink Louisville Scene | Music a review of my band's cd,male
Whoo! I'm back! Wait....argh! Vacation! Is! Slipping! Away! Nooooo! Woof.,male
Merry Christmas! I will increase my post frequency soon once my parents go back to Michigan.,male
"SURVIVE THIS...... my girl Lil is still alive. i cant stand her, but she is still breathing",male
Thought I would take the time to wish everyone a happy Bastille Day. urlLink Happy Bastille Day !,male
'Happiness isnt something you experience; its something you remember.' Oscar Levant,male
Am I that kind of Manager? Good tips on being a good manager. Read it urlLink here.,male
All Exun Members of class XI and XII are welcome to submit web designs for Lil ol' Billy,male
"Oh no, I used some money today. Now i'm down to $90HKD la!!! >_",male
"urlLink July 4, 2004 - Uncle George and Shai. urlLink",male
Linds...breathe. No rule of three yet. Just wait patiently.,male
"As Comic Book Guy would say, 'Longest. Post. Ever.'",male
"urlLink Playing with time is a website, which displays 'time sped up and slowed down' examples.",male
"Good Times in a Good Town (Noel, Joey, Adam and me) urlLink urlLink",male
This article from urlLink Ann Coulter is actually old but it fits with Warpig's posts.,male
urlLink Gtray goodness. Is it hot in here or is it you? *wink*,male
urlLink This is me! and my little cuz Parker urlLink,male
I just started a bit of archery...im getting quite good,male
"'Love is like a wind... You can't see it, but you can feel it...' ---Jamie Sullivan, Landon Carter",male
You know what I hate? Fucking SMS spam. I seem to be getting more and more of that shit.,male
urlLink You think she's just a mild mannered National Security Adviser?,male
urlLink ANTLR Home page This is a cool site about Language Recognition.,male
SUBWAY-KOV Your Russian guess is as good as my Russian urlLink GUESS .,male
urlLink me trying 2 get on papaw's nerves...jk lol urlLink,male
urlLink NewsMax.com: Inside Cover Story One mention of the Mulholland threat I just blogged about.,male
For Rael : a.) urlLink Space (development has halted).,male
Im Antonio i am soo suave Mwah Mwah..Would u like a rose froma my teetha,male
Kill Creed and Jimmy Eat World with Conor Oberst's ferocious Fevers and Mirrors attack. urlLink,male
i just got a friendster message from an ex-girlfriend... now that's completely unexpected.,male
urlLink BOOYAH! Andrew takes a hardcore beating in UT2K4!,male
"'Antes de tres lunas volveré por ti, (Before three nights, I'll return for you)",male
urlLink More pics from the mountain road... urlLink,male
urlLink What Nervous Habit are You? urlLink Find out!,male
